subject	session	run	trial_nr	n	response
01	1	5	1	28.0	33.0
01	1	5	2	34.0	31.0
01	1	5	3	19.0	21.0
01	1	5	4	33.0	29.0
01	1	5	5	28.0	24.0
01	1	5	6	31.0	28.0
01	1	5	7	10.0	13.0
01	1	5	8	40.0	34.0
01	1	5	9	32.0	24.0
01	1	5	10	27.0	25.0
01	1	5	11	30.0	26.0
01	1	5	12	38.0	37.0
01	1	5	14	12.0	15.0
01	1	5	15	13.0	13.0
01	1	5	16	33.0	29.0
01	1	5	17	30.0	30.0
01	1	5	18	26.0	23.0
01	1	5	19	23.0	24.0
01	1	5	20	38.0	32.0
01	1	5	21	24.0	21.0
01	1	5	23	39.0	34.0
01	1	5	24	38.0	30.0
01	1	5	25	15.0	17.0
01	1	5	26	19.0	19.0
01	1	5	27	29.0	25.0
01	1	5	28	13.0	14.0
01	1	5	29	10.0	13.0
01	1	5	30	19.0	21.0
01	1	6	1	33.0	28.0
01	1	6	2	38.0	36.0
01	1	6	3	29.0	23.0
01	1	6	4	20.0	22.0
01	1	6	5	15.0	18.0
01	1	6	6	14.0	18.0
01	1	6	7	13.0	15.0
01	1	6	8	11.0	16.0
01	1	6	9	30.0	31.0
01	1	6	10	10.0	17.0
01	1	6	11	35.0	32.0
01	1	6	12	39.0	40.0
01	1	6	13	36.0	32.0
01	1	6	14	24.0	21.0
01	1	6	15	21.0	19.0
01	1	6	16	20.0	19.0
01	1	6	17	29.0	23.0
01	1	6	20	15.0	17.0
01	1	6	21	19.0	21.0
01	1	6	22	20.0	21.0
01	1	6	23	31.0	29.0
01	1	6	24	14.0	18.0
01	1	6	25	25.0	27.0
01	1	6	26	10.0	12.0
01	1	6	27	24.0	21.0
01	1	6	28	37.0	33.0
01	1	6	29	38.0	38.0
01	1	6	30	34.0	28.0
01	1	7	1	29.0	25.0
01	1	7	2	20.0	19.0
01	1	7	4	13.0	16.0
01	1	7	5	21.0	25.0
01	1	7	6	22.0	24.0
01	1	7	7	22.0	21.0
01	1	7	8	16.0	21.0
01	1	7	9	10.0	14.0
01	1	7	11	21.0	25.0
01	1	7	12	35.0	32.0
01	1	7	13	38.0	40.0
01	1	7	14	35.0	30.0
01	1	7	15	31.0	27.0
01	1	7	16	21.0	19.0
01	1	7	17	36.0	31.0
01	1	7	18	25.0	26.0
01	1	7	19	25.0	22.0
01	1	7	20	11.0	10.0
01	1	7	21	31.0	27.0
01	1	7	22	13.0	18.0
01	1	7	23	22.0	20.0
01	1	7	24	25.0	25.0
01	1	7	25	19.0	19.0
01	1	7	26	38.0	31.0
01	1	7	27	11.0	11.0
01	1	7	28	24.0	19.0
01	1	7	29	23.0	20.0
01	1	7	30	26.0	26.0
01	1	8	1	22.0	21.0
01	1	8	2	39.0	34.0
01	1	8	3	21.0	27.0
01	1	8	4	21.0	22.0
01	1	8	5	11.0	14.0
01	1	8	6	20.0	18.0
01	1	8	7	23.0	28.0
01	1	8	8	19.0	17.0
01	1	8	9	15.0	19.0
01	1	8	10	38.0	33.0
01	1	8	11	16.0	19.0
01	1	8	12	12.0	17.0
01	1	8	13	28.0	26.0
01	1	8	14	13.0	17.0
01	1	8	15	27.0	31.0
01	1	8	16	13.0	21.0
01	1	8	17	18.0	22.0
01	1	8	18	37.0	33.0
01	1	8	19	19.0	21.0
01	1	8	20	20.0	21.0
01	1	8	21	38.0	33.0
01	1	8	22	17.0	18.0
01	1	8	23	39.0	31.0
01	1	8	24	17.0	21.0
01	1	8	25	31.0	31.0
01	1	8	26	37.0	33.0
01	1	8	27	37.0	35.0
01	1	8	28	22.0	23.0
01	1	8	29	28.0	29.0
01	1	8	30	27.0	27.0
01	2	1	1	34.0	23.0
01	2	1	2	17.0	16.0
01	2	1	3	10.0	10.0
01	2	1	4	15.0	18.0
01	2	1	5	15.0	19.0
01	2	1	6	15.0	22.0
01	2	1	7	11.0	15.0
01	2	1	8	32.0	35.0
01	2	1	9	29.0	31.0
01	2	1	10	21.0	26.0
01	2	1	11	32.0	33.0
01	2	1	12	27.0	28.0
01	2	1	13	24.0	26.0
01	2	1	14	17.0	22.0
01	2	1	15	32.0	28.0
01	2	1	16	36.0	33.0
01	2	1	17	36.0	33.0
01	2	1	19	27.0	18.0
01	2	1	20	19.0	21.0
01	2	1	21	12.0	12.0
01	2	1	22	34.0	32.0
01	2	1	23	13.0	11.0
01	2	1	24	19.0	22.0
01	2	1	25	23.0	23.0
01	2	1	26	32.0	31.0
01	2	1	27	21.0	22.0
01	2	1	28	18.0	19.0
01	2	1	29	18.0	19.0
01	2	1	30	15.0	22.0
01	2	2	1	22.0	24.0
01	2	2	2	27.0	28.0
01	2	2	3	14.0	16.0
01	2	2	5	39.0	33.0
01	2	2	6	24.0	23.0
01	2	2	7	18.0	20.0
01	2	2	8	15.0	18.0
01	2	2	9	29.0	26.0
01	2	2	10	30.0	31.0
01	2	2	11	23.0	25.0
01	2	2	12	29.0	28.0
01	2	2	13	35.0	32.0
01	2	2	14	16.0	18.0
01	2	2	15	32.0	27.0
01	2	2	16	16.0	17.0
01	2	2	17	37.0	36.0
01	2	2	18	22.0	22.0
01	2	2	19	16.0	19.0
01	2	2	20	37.0	33.0
01	2	2	21	11.0	11.0
01	2	2	22	12.0	15.0
01	2	2	23	21.0	20.0
01	2	2	24	19.0	24.0
01	2	2	25	10.0	13.0
01	2	2	26	21.0	28.0
01	2	2	27	40.0	36.0
01	2	2	28	27.0	29.0
01	2	2	29	22.0	27.0
01	2	2	30	23.0	29.0
01	2	3	1	29.0	27.0
01	2	3	2	39.0	35.0
01	2	3	3	11.0	10.0
01	2	3	4	11.0	11.0
01	2	3	5	38.0	33.0
01	2	3	6	37.0	30.0
01	2	3	7	39.0	31.0
01	2	3	8	29.0	31.0
01	2	3	9	24.0	27.0
01	2	3	10	21.0	26.0
01	2	3	11	37.0	32.0
01	2	3	12	25.0	24.0
01	2	3	13	40.0	33.0
01	2	3	14	13.0	13.0
01	2	3	15	11.0	15.0
01	2	3	16	40.0	31.0
01	2	3	17	34.0	35.0
01	2	3	18	11.0	16.0
01	2	3	19	16.0	20.0
01	2	3	20	17.0	23.0
01	2	3	21	31.0	31.0
01	2	3	22	29.0	31.0
01	2	3	23	16.0	17.0
01	2	3	24	40.0	36.0
01	2	3	25	19.0	27.0
01	2	3	26	11.0	15.0
01	2	3	27	34.0	33.0
01	2	3	29	10.0	17.0
01	2	3	30	31.0	33.0
01	2	4	1	15.0	18.0
01	2	4	2	15.0	21.0
01	2	4	3	21.0	29.0
01	2	4	4	39.0	37.0
01	2	4	5	28.0	31.0
01	2	4	6	38.0	35.0
01	2	4	7	19.0	24.0
01	2	4	8	34.0	34.0
01	2	4	9	30.0	28.0
01	2	4	10	25.0	30.0
01	2	4	11	28.0	31.0
01	2	4	12	36.0	36.0
01	2	4	13	22.0	27.0
01	2	4	14	14.0	21.0
01	2	4	15	12.0	19.0
01	2	4	16	34.0	31.0
01	2	4	17	37.0	35.0
01	2	4	18	28.0	29.0
01	2	4	19	34.0	33.0
01	2	4	20	39.0	39.0
01	2	4	21	28.0	26.0
01	2	4	22	23.0	26.0
01	2	4	23	24.0	24.0
01	2	4	24	38.0	34.0
01	2	4	25	40.0	35.0
01	2	4	26	39.0	35.0
01	2	4	27	28.0	25.0
01	2	4	28	35.0	33.0
01	2	4	29	17.0	20.0
01	2	4	30	23.0	22.0
02	1	1	1	23.0	30.0
02	1	1	2	13.0	16.0
02	1	1	3	22.0	28.0
02	1	1	4	40.0	37.0
02	1	1	6	28.0	30.0
02	1	1	7	22.0	28.0
02	1	1	8	29.0	32.0
02	1	1	9	20.0	25.0
02	1	1	10	14.0	18.0
02	1	1	11	29.0	30.0
02	1	1	12	25.0	29.0
02	1	1	13	23.0	29.0
02	1	1	14	33.0	33.0
02	1	1	15	14.0	20.0
02	1	1	16	34.0	35.0
02	1	1	17	28.0	32.0
02	1	1	18	30.0	27.0
02	1	1	19	37.0	29.0
02	1	1	20	40.0	38.0
02	1	1	21	39.0	30.0
02	1	1	22	12.0	18.0
02	1	1	23	38.0	28.0
02	1	1	24	23.0	24.0
02	1	1	25	10.0	10.0
02	1	1	26	38.0	36.0
02	1	1	27	21.0	25.0
02	1	1	28	13.0	17.0
02	1	1	29	26.0	32.0
02	1	1	30	37.0	36.0
02	1	2	1	12.0	13.0
02	1	2	2	16.0	21.0
02	1	2	3	38.0	35.0
02	1	2	4	29.0	31.0
02	1	2	5	14.0	18.0
02	1	2	6	17.0	23.0
02	1	2	7	24.0	33.0
02	1	2	8	37.0	36.0
02	1	2	9	25.0	30.0
02	1	2	10	10.0	10.0
02	1	2	11	32.0	34.0
02	1	2	12	32.0	32.0
02	1	2	13	26.0	29.0
02	1	2	14	39.0	30.0
02	1	2	15	10.0	10.0
02	1	2	16	23.0	25.0
02	1	2	17	25.0	28.0
02	1	2	18	13.0	22.0
02	1	2	19	14.0	18.0
02	1	2	20	15.0	18.0
02	1	2	21	15.0	22.0
02	1	2	22	16.0	24.0
02	1	2	23	28.0	28.0
02	1	2	24	13.0	20.0
02	1	2	25	18.0	24.0
02	1	2	26	20.0	24.0
02	1	2	27	30.0	29.0
02	1	2	28	19.0	26.0
02	1	2	29	16.0	21.0
02	1	2	30	26.0	31.0
02	1	3	1	27.0	28.0
02	1	3	2	15.0	18.0
02	1	3	3	10.0	14.0
02	1	3	4	17.0	23.0
02	1	3	5	33.0	29.0
02	1	3	6	15.0	18.0
02	1	3	7	31.0	28.0
02	1	3	8	17.0	23.0
02	1	3	9	29.0	29.0
02	1	3	10	27.0	27.0
02	1	3	11	17.0	20.0
02	1	3	12	16.0	22.0
02	1	3	13	18.0	21.0
02	1	3	14	26.0	30.0
02	1	3	15	27.0	29.0
02	1	3	16	26.0	28.0
02	1	3	17	20.0	25.0
02	1	3	18	33.0	33.0
02	1	3	19	16.0	30.0
02	1	3	20	32.0	30.0
02	1	3	21	26.0	30.0
02	1	3	22	33.0	30.0
02	1	3	23	39.0	34.0
02	1	3	24	19.0	24.0
02	1	3	25	20.0	20.0
02	1	3	26	28.0	32.0
02	1	3	27	26.0	27.0
02	1	3	28	22.0	23.0
02	1	3	29	11.0	12.0
02	1	3	30	28.0	25.0
02	1	4	1	16.0	19.0
02	1	4	2	22.0	22.0
02	1	4	3	13.0	20.0
02	1	4	4	36.0	31.0
02	1	4	5	18.0	23.0
02	1	4	6	37.0	30.0
02	1	4	7	25.0	26.0
02	1	4	8	26.0	25.0
02	1	4	9	36.0	34.0
02	1	4	10	18.0	17.0
02	1	4	11	13.0	16.0
02	1	4	12	30.0	33.0
02	1	4	13	36.0	34.0
02	1	4	14	37.0	33.0
02	1	4	15	14.0	17.0
02	1	4	16	35.0	32.0
02	1	4	17	32.0	31.0
02	1	4	18	28.0	28.0
02	1	4	19	12.0	23.0
02	1	4	20	35.0	28.0
02	1	4	21	13.0	20.0
02	1	4	22	21.0	23.0
02	1	4	23	24.0	28.0
02	1	4	24	39.0	34.0
02	1	4	25	27.0	21.0
02	1	4	26	23.0	26.0
02	1	4	27	35.0	31.0
02	1	4	28	25.0	34.0
02	1	4	29	13.0	16.0
02	1	4	30	23.0	23.0
02	2	5	1	21.0	19.0
02	2	5	2	14.0	16.0
02	2	5	3	35.0	35.0
02	2	5	4	20.0	22.0
02	2	5	5	32.0	32.0
02	2	5	6	37.0	37.0
02	2	5	7	27.0	30.0
02	2	5	8	37.0	40.0
02	2	5	9	10.0	10.0
02	2	5	10	37.0	34.0
02	2	5	11	35.0	30.0
02	2	5	12	26.0	29.0
02	2	5	13	19.0	22.0
02	2	5	14	37.0	40.0
02	2	5	15	11.0	10.0
02	2	5	16	13.0	21.0
02	2	5	17	38.0	36.0
02	2	5	18	22.0	25.0
02	2	5	19	30.0	35.0
02	2	5	20	20.0	26.0
02	2	5	21	39.0	36.0
02	2	5	22	37.0	32.0
02	2	5	23	40.0	31.0
02	2	5	24	19.0	23.0
02	2	5	25	14.0	17.0
02	2	5	26	34.0	31.0
02	2	5	27	20.0	19.0
02	2	5	28	37.0	39.0
02	2	5	29	13.0	15.0
02	2	5	30	12.0	14.0
02	2	6	1	33.0	36.0
02	2	6	2	39.0	40.0
02	2	6	3	39.0	34.0
02	2	6	4	24.0	23.0
02	2	6	5	15.0	16.0
02	2	6	6	34.0	30.0
02	2	6	7	16.0	23.0
02	2	6	8	24.0	26.0
02	2	6	9	25.0	26.0
02	2	6	10	17.0	26.0
02	2	6	11	37.0	32.0
02	2	6	12	23.0	27.0
02	2	6	13	20.0	22.0
02	2	6	14	34.0	32.0
02	2	6	15	15.0	17.0
02	2	6	16	26.0	24.0
02	2	6	17	13.0	18.0
02	2	6	18	15.0	19.0
02	2	6	19	40.0	40.0
02	2	6	20	28.0	29.0
02	2	6	21	19.0	26.0
02	2	6	22	25.0	22.0
02	2	6	23	32.0	32.0
02	2	6	24	22.0	25.0
02	2	6	25	40.0	40.0
02	2	6	26	31.0	32.0
02	2	6	27	13.0	10.0
02	2	6	28	33.0	33.0
02	2	6	29	24.0	34.0
02	2	6	30	36.0	35.0
02	2	7	1	15.0	20.0
02	2	7	2	11.0	10.0
02	2	7	3	31.0	35.0
02	2	7	4	14.0	17.0
02	2	7	5	38.0	32.0
02	2	7	6	18.0	20.0
02	2	7	7	31.0	28.0
02	2	7	8	32.0	32.0
02	2	7	9	32.0	39.0
02	2	7	10	13.0	15.0
02	2	7	11	38.0	40.0
02	2	7	12	28.0	25.0
02	2	7	13	16.0	19.0
02	2	7	14	22.0	32.0
02	2	7	15	15.0	17.0
02	2	7	16	36.0	31.0
02	2	7	17	29.0	30.0
02	2	7	18	24.0	23.0
02	2	7	19	18.0	18.0
02	2	7	20	31.0	27.0
02	2	7	21	34.0	32.0
02	2	7	22	35.0	29.0
02	2	7	23	30.0	30.0
02	2	7	24	20.0	23.0
02	2	7	25	39.0	40.0
02	2	7	26	20.0	19.0
02	2	7	27	39.0	36.0
02	2	7	28	35.0	33.0
02	2	7	29	14.0	17.0
02	2	7	30	26.0	25.0
02	2	8	1	38.0	35.0
02	2	8	2	16.0	16.0
02	2	8	3	28.0	30.0
02	2	8	4	29.0	28.0
02	2	8	5	19.0	26.0
02	2	8	6	27.0	27.0
02	2	8	7	15.0	18.0
02	2	8	8	23.0	25.0
02	2	8	9	16.0	19.0
02	2	8	10	13.0	11.0
02	2	8	11	24.0	23.0
02	2	8	12	40.0	34.0
02	2	8	13	12.0	13.0
02	2	8	14	15.0	21.0
02	2	8	15	25.0	31.0
02	2	8	16	19.0	21.0
02	2	8	17	13.0	15.0
02	2	8	18	23.0	20.0
02	2	8	20	36.0	30.0
02	2	8	21	32.0	31.0
02	2	8	22	40.0	35.0
02	2	8	23	31.0	29.0
02	2	8	24	27.0	28.0
02	2	8	25	19.0	23.0
02	2	8	26	31.0	30.0
02	2	8	27	20.0	26.0
02	2	8	28	39.0	37.0
02	2	8	29	23.0	28.0
02	2	8	30	16.0	22.0
03	1	5	1	11.0	18.0
03	1	5	2	26.0	27.0
03	1	5	3	39.0	35.0
03	1	5	4	21.0	22.0
03	1	5	5	31.0	25.0
03	1	5	6	34.0	32.0
03	1	5	7	25.0	22.0
03	1	5	8	36.0	30.0
03	1	5	9	20.0	18.0
03	1	5	10	27.0	14.0
03	1	5	11	30.0	29.0
03	1	5	12	35.0	34.0
03	1	5	13	28.0	27.0
03	1	5	14	39.0	34.0
03	1	5	15	33.0	28.0
03	1	5	16	22.0	20.0
03	1	5	17	12.0	17.0
03	1	5	18	22.0	24.0
03	1	5	19	23.0	20.0
03	1	5	20	37.0	28.0
03	1	5	21	15.0	29.0
03	1	5	22	28.0	23.0
03	1	5	23	20.0	17.0
03	1	5	24	32.0	25.0
03	1	5	25	37.0	31.0
03	1	5	26	22.0	19.0
03	1	5	27	33.0	22.0
03	1	5	28	20.0	17.0
03	1	5	29	24.0	24.0
03	1	5	30	10.0	12.0
03	1	6	1	21.0	22.0
03	1	6	2	11.0	12.0
03	1	6	3	22.0	16.0
03	1	6	4	16.0	16.0
03	1	6	5	28.0	32.0
03	1	6	6	28.0	22.0
03	1	6	7	10.0	10.0
03	1	6	8	30.0	19.0
03	1	6	9	35.0	31.0
03	1	6	10	15.0	19.0
03	1	6	11	38.0	32.0
03	1	6	12	35.0	23.0
03	1	6	13	18.0	24.0
03	1	6	14	35.0	28.0
03	1	6	15	24.0	23.0
03	1	6	16	20.0	19.0
03	1	6	17	13.0	15.0
03	1	6	18	10.0	18.0
03	1	6	19	31.0	31.0
03	1	6	20	40.0	32.0
03	1	6	21	26.0	24.0
03	1	6	22	38.0	26.0
03	1	6	23	28.0	22.0
03	1	6	24	23.0	20.0
03	1	6	25	24.0	22.0
03	1	6	26	37.0	32.0
03	1	6	27	28.0	21.0
03	1	6	28	40.0	31.0
03	1	6	29	11.0	26.0
03	1	6	30	36.0	24.0
03	1	7	1	38.0	24.0
03	1	7	2	22.0	19.0
03	1	7	3	37.0	32.0
03	1	7	4	13.0	10.0
03	1	7	5	31.0	31.0
03	1	7	6	10.0	10.0
03	1	7	7	14.0	15.0
03	1	7	8	10.0	13.0
03	1	7	9	12.0	14.0
03	1	7	10	18.0	23.0
03	1	7	11	35.0	33.0
03	1	7	12	14.0	17.0
03	1	7	13	23.0	21.0
03	1	7	14	27.0	31.0
03	1	7	15	24.0	22.0
03	1	7	16	19.0	22.0
03	1	7	17	19.0	24.0
03	1	7	18	28.0	33.0
03	1	7	20	13.0	14.0
03	1	7	21	31.0	31.0
03	1	7	22	13.0	20.0
03	1	7	23	16.0	17.0
03	1	7	24	22.0	24.0
03	1	7	25	11.0	14.0
03	1	7	26	30.0	30.0
03	1	7	27	35.0	35.0
03	1	7	28	11.0	10.0
03	1	7	29	36.0	28.0
03	1	7	30	39.0	26.0
03	1	8	1	38.0	31.0
03	1	8	2	30.0	34.0
03	1	8	3	35.0	25.0
03	1	8	4	25.0	22.0
03	1	8	5	35.0	28.0
03	1	8	6	10.0	11.0
03	1	8	7	13.0	18.0
03	1	8	8	37.0	26.0
03	1	8	9	30.0	28.0
03	1	8	10	39.0	34.0
03	1	8	11	32.0	31.0
03	1	8	12	22.0	19.0
03	1	8	13	18.0	22.0
03	1	8	14	15.0	16.0
03	1	8	15	10.0	10.0
03	1	8	16	18.0	18.0
03	1	8	17	19.0	23.0
03	1	8	18	20.0	29.0
03	1	8	19	36.0	29.0
03	1	8	20	24.0	21.0
03	1	8	21	12.0	12.0
03	1	8	22	17.0	13.0
03	1	8	23	18.0	14.0
03	1	8	24	36.0	31.0
03	1	8	25	33.0	32.0
03	1	8	26	36.0	30.0
03	1	8	27	36.0	28.0
03	1	8	28	32.0	24.0
03	1	8	29	36.0	32.0
03	1	8	30	30.0	21.0
03	2	1	2	19.0	25.0
03	2	1	3	10.0	10.0
03	2	1	4	30.0	31.0
03	2	1	5	12.0	12.0
03	2	1	6	10.0	10.0
03	2	1	7	29.0	35.0
03	2	1	8	20.0	33.0
03	2	1	9	13.0	13.0
03	2	1	10	30.0	23.0
03	2	1	11	25.0	31.0
03	2	1	12	30.0	35.0
03	2	1	13	28.0	28.0
03	2	1	14	23.0	23.0
03	2	1	15	26.0	21.0
03	2	1	16	20.0	19.0
03	2	1	17	22.0	19.0
03	2	1	18	18.0	16.0
03	2	1	19	12.0	13.0
03	2	1	20	12.0	10.0
03	2	1	21	37.0	38.0
03	2	1	22	36.0	35.0
03	2	1	23	18.0	22.0
03	2	1	24	26.0	24.0
03	2	1	25	20.0	17.0
03	2	1	26	25.0	22.0
03	2	1	27	38.0	26.0
03	2	1	28	34.0	31.0
03	2	1	29	14.0	12.0
03	2	1	30	38.0	22.0
03	2	2	1	26.0	29.0
03	2	2	2	24.0	34.0
03	2	2	3	24.0	19.0
03	2	2	4	29.0	25.0
03	2	2	5	14.0	14.0
03	2	2	6	28.0	24.0
03	2	2	7	14.0	10.0
03	2	2	8	34.0	33.0
03	2	2	9	24.0	19.0
03	2	2	10	10.0	10.0
03	2	2	11	33.0	32.0
03	2	2	12	36.0	35.0
03	2	2	13	33.0	36.0
03	2	2	14	39.0	35.0
03	2	2	15	13.0	10.0
03	2	2	16	20.0	19.0
03	2	2	17	23.0	25.0
03	2	2	18	27.0	29.0
03	2	2	19	39.0	33.0
03	2	2	20	38.0	40.0
03	2	2	21	39.0	19.0
03	2	2	22	15.0	24.0
03	2	2	23	16.0	14.0
03	2	2	24	22.0	25.0
03	2	2	25	36.0	30.0
03	2	2	26	18.0	14.0
03	2	2	27	36.0	34.0
03	2	2	28	25.0	26.0
03	2	2	29	38.0	34.0
03	2	2	30	12.0	10.0
03	2	3	1	34.0	35.0
03	2	3	2	21.0	16.0
03	2	3	3	34.0	29.0
03	2	3	4	32.0	31.0
03	2	3	5	13.0	10.0
03	2	3	6	35.0	27.0
03	2	3	7	20.0	27.0
03	2	3	8	28.0	20.0
03	2	3	9	30.0	16.0
03	2	3	10	18.0	18.0
03	2	3	11	16.0	15.0
03	2	3	12	27.0	29.0
03	2	3	13	13.0	13.0
03	2	3	14	21.0	17.0
03	2	3	15	28.0	30.0
03	2	3	16	33.0	27.0
03	2	3	17	29.0	26.0
03	2	3	18	10.0	10.0
03	2	3	19	34.0	31.0
03	2	3	20	20.0	16.0
03	2	3	21	26.0	30.0
03	2	3	23	25.0	24.0
03	2	3	24	11.0	11.0
03	2	3	25	10.0	10.0
03	2	3	26	33.0	28.0
03	2	3	27	22.0	18.0
03	2	3	28	19.0	16.0
03	2	3	29	11.0	13.0
03	2	3	30	31.0	28.0
03	2	4	2	34.0	29.0
03	2	4	3	21.0	16.0
03	2	4	4	24.0	19.0
03	2	4	5	20.0	17.0
03	2	4	6	36.0	32.0
03	2	4	7	40.0	32.0
03	2	4	8	33.0	31.0
03	2	4	9	16.0	21.0
03	2	4	10	32.0	28.0
03	2	4	12	38.0	34.0
03	2	4	13	33.0	21.0
03	2	4	14	39.0	23.0
03	2	4	15	19.0	27.0
03	2	4	16	38.0	27.0
03	2	4	18	30.0	28.0
03	2	4	19	17.0	14.0
03	2	4	20	19.0	21.0
03	2	4	21	17.0	22.0
03	2	4	23	17.0	23.0
03	2	4	24	27.0	18.0
03	2	4	26	39.0	29.0
03	2	4	27	15.0	15.0
03	2	4	28	26.0	20.0
03	2	4	29	36.0	24.0
03	2	4	30	24.0	20.0
04	1	1	1	40.0	38.0
04	1	1	3	13.0	10.0
04	1	1	4	27.0	37.0
04	1	1	5	13.0	10.0
04	1	1	6	35.0	40.0
04	1	1	7	27.0	35.0
04	1	1	8	39.0	39.0
04	1	1	9	34.0	29.0
04	1	1	10	24.0	26.0
04	1	1	11	34.0	33.0
04	1	1	12	28.0	25.0
04	1	1	13	18.0	12.0
04	1	1	14	25.0	18.0
04	1	1	16	22.0	29.0
04	1	1	17	37.0	33.0
04	1	1	18	18.0	17.0
04	1	1	19	37.0	30.0
04	1	1	20	20.0	20.0
04	1	1	21	13.0	14.0
04	1	1	22	23.0	22.0
04	1	1	23	19.0	25.0
04	1	1	24	23.0	26.0
04	1	1	25	40.0	35.0
04	1	1	26	27.0	29.0
04	1	1	27	24.0	23.0
04	1	1	28	31.0	30.0
04	1	1	29	32.0	30.0
04	1	1	30	30.0	27.0
04	1	2	1	35.0	35.0
04	1	2	2	40.0	37.0
04	1	2	3	29.0	27.0
04	1	2	4	27.0	25.0
04	1	2	5	13.0	10.0
04	1	2	6	14.0	10.0
04	1	2	7	16.0	15.0
04	1	2	8	14.0	14.0
04	1	2	9	21.0	23.0
04	1	2	10	11.0	10.0
04	1	2	11	36.0	36.0
04	1	2	12	13.0	15.0
04	1	2	13	26.0	30.0
04	1	2	14	25.0	27.0
04	1	2	15	17.0	22.0
04	1	2	16	28.0	33.0
04	1	2	17	35.0	38.0
04	1	2	18	39.0	36.0
04	1	2	19	17.0	18.0
04	1	2	20	25.0	28.0
04	1	2	22	28.0	25.0
04	1	2	23	12.0	15.0
04	1	2	24	16.0	18.0
04	1	2	25	11.0	13.0
04	1	2	26	23.0	24.0
04	1	2	27	31.0	36.0
04	1	2	28	35.0	34.0
04	1	2	29	31.0	29.0
04	1	2	30	40.0	36.0
04	1	3	1	19.0	27.0
04	1	3	2	37.0	36.0
04	1	3	3	35.0	35.0
04	1	3	4	23.0	30.0
04	1	3	5	12.0	21.0
04	1	3	6	16.0	17.0
04	1	3	7	15.0	27.0
04	1	3	8	22.0	34.0
04	1	3	9	34.0	33.0
04	1	3	10	38.0	40.0
04	1	3	11	10.0	14.0
04	1	3	12	29.0	30.0
04	1	3	13	23.0	27.0
04	1	3	14	39.0	37.0
04	1	3	15	21.0	24.0
04	1	3	16	39.0	35.0
04	1	3	17	10.0	10.0
04	1	3	18	17.0	22.0
04	1	3	19	26.0	33.0
04	1	3	20	27.0	29.0
04	1	3	21	30.0	30.0
04	1	3	22	21.0	27.0
04	1	3	24	24.0	29.0
04	1	3	25	40.0	40.0
04	1	3	26	36.0	36.0
04	1	3	27	15.0	23.0
04	1	3	28	32.0	32.0
04	1	3	29	15.0	21.0
04	1	3	30	13.0	25.0
04	1	4	1	34.0	40.0
04	1	4	2	29.0	34.0
04	1	4	3	28.0	32.0
04	1	4	4	39.0	36.0
04	1	4	5	11.0	21.0
04	1	4	6	35.0	31.0
04	1	4	7	30.0	32.0
04	1	4	8	10.0	10.0
04	1	4	9	27.0	35.0
04	1	4	10	19.0	18.0
04	1	4	11	28.0	33.0
04	1	4	12	38.0	36.0
04	1	4	13	17.0	22.0
04	1	4	14	27.0	27.0
04	1	4	15	25.0	30.0
04	1	4	16	12.0	13.0
04	1	4	17	20.0	24.0
04	1	4	18	18.0	28.0
04	1	4	19	26.0	31.0
04	1	4	20	27.0	35.0
04	1	4	21	27.0	29.0
04	1	4	22	36.0	36.0
04	1	4	23	23.0	26.0
04	1	4	24	30.0	31.0
04	1	4	25	21.0	27.0
04	1	4	26	11.0	16.0
04	1	4	27	40.0	40.0
04	1	4	28	11.0	15.0
04	1	4	29	36.0	38.0
04	1	4	30	40.0	40.0
04	2	5	1	16.0	26.0
04	2	5	2	17.0	18.0
04	2	5	3	14.0	15.0
04	2	5	4	29.0	25.0
04	2	5	5	14.0	13.0
04	2	5	6	28.0	25.0
04	2	5	8	40.0	33.0
04	2	5	9	17.0	16.0
04	2	5	10	35.0	35.0
04	2	5	11	21.0	26.0
04	2	5	12	38.0	34.0
04	2	5	13	15.0	15.0
04	2	5	14	32.0	28.0
04	2	5	16	21.0	22.0
04	2	5	17	32.0	28.0
04	2	5	18	15.0	18.0
04	2	5	19	34.0	28.0
04	2	5	20	12.0	11.0
04	2	5	21	30.0	26.0
04	2	5	22	35.0	34.0
04	2	5	23	32.0	29.0
04	2	5	24	38.0	29.0
04	2	5	25	40.0	40.0
04	2	5	26	35.0	39.0
04	2	5	27	26.0	28.0
04	2	5	28	28.0	28.0
04	2	5	29	39.0	34.0
04	2	5	30	36.0	32.0
04	2	6	1	14.0	19.0
04	2	6	2	24.0	20.0
04	2	6	3	10.0	10.0
04	2	6	4	37.0	37.0
04	2	6	5	11.0	12.0
04	2	6	6	26.0	28.0
04	2	6	7	36.0	40.0
04	2	6	8	12.0	13.0
04	2	6	9	37.0	31.0
04	2	6	10	20.0	24.0
04	2	6	11	16.0	21.0
04	2	6	12	33.0	28.0
04	2	6	13	37.0	36.0
04	2	6	14	27.0	28.0
04	2	6	15	37.0	31.0
04	2	6	16	13.0	14.0
04	2	6	17	20.0	17.0
04	2	6	18	37.0	28.0
04	2	6	19	34.0	28.0
04	2	6	20	18.0	24.0
04	2	6	21	18.0	18.0
04	2	6	22	20.0	22.0
04	2	6	23	18.0	24.0
04	2	6	24	33.0	31.0
04	2	6	25	27.0	28.0
04	2	6	26	25.0	25.0
04	2	6	27	38.0	30.0
04	2	6	28	25.0	26.0
