subject	session	run	trial_nr	n	response
21	2	1	12	19.0	16.0
21	2	1	13	12.0	10.0
21	2	1	14	16.0	12.0
21	2	1	15	30.0	27.0
21	2	1	16	36.0	31.0
21	2	1	17	26.0	24.0
21	2	1	18	27.0	27.0
21	2	1	19	23.0	21.0
21	2	1	20	37.0	34.0
21	2	1	21	14.0	14.0
21	2	1	22	32.0	28.0
21	2	1	23	35.0	29.0
21	2	1	24	15.0	13.0
21	2	1	25	40.0	32.0
21	2	1	26	28.0	24.0
21	2	1	27	29.0	22.0
21	2	1	28	10.0	10.0
21	2	1	29	21.0	19.0
21	2	1	30	20.0	20.0
21	2	2	1	33.0	35.0
21	2	2	2	30.0	25.0
21	2	2	3	13.0	10.0
21	2	2	4	21.0	15.0
21	2	2	6	12.0	10.0
21	2	2	7	14.0	13.0
21	2	2	8	39.0	39.0
21	2	2	9	19.0	19.0
21	2	2	10	20.0	20.0
21	2	2	11	13.0	11.0
21	2	2	12	27.0	24.0
21	2	2	13	36.0	35.0
21	2	2	14	40.0	36.0
21	2	2	15	29.0	27.0
21	2	2	16	20.0	19.0
21	2	2	17	24.0	22.0
21	2	2	18	23.0	22.0
21	2	2	19	15.0	15.0
21	2	2	20	13.0	12.0
21	2	2	21	19.0	19.0
21	2	2	22	21.0	19.0
21	2	2	23	29.0	26.0
21	2	2	24	18.0	20.0
21	2	2	25	21.0	21.0
21	2	2	26	26.0	27.0
21	2	2	27	14.0	13.0
21	2	2	28	24.0	22.0
21	2	2	29	15.0	16.0
21	2	2	30	25.0	26.0
21	2	3	1	16.0	16.0
21	2	3	2	40.0	34.0
21	2	3	3	18.0	18.0
21	2	3	4	29.0	25.0
21	2	3	5	13.0	11.0
21	2	3	6	32.0	30.0
21	2	3	7	13.0	14.0
21	2	3	8	40.0	36.0
21	2	3	9	18.0	17.0
21	2	3	10	22.0	18.0
21	2	3	11	36.0	30.0
21	2	3	12	29.0	28.0
21	2	3	13	40.0	32.0
21	2	3	14	17.0	14.0
21	2	3	15	35.0	32.0
21	2	3	16	22.0	22.0
21	2	3	17	26.0	22.0
21	2	3	18	17.0	18.0
21	2	3	19	22.0	19.0
21	2	3	20	20.0	21.0
21	2	3	21	11.0	10.0
21	2	3	22	34.0	28.0
21	2	3	23	36.0	33.0
21	2	3	24	33.0	29.0
21	2	3	25	13.0	12.0
21	2	3	26	12.0	10.0
21	2	3	27	32.0	29.0
21	2	3	28	35.0	32.0
21	2	3	29	21.0	20.0
21	2	3	30	12.0	11.0
21	2	4	1	34.0	32.0
21	2	4	2	28.0	23.0
21	2	4	3	29.0	25.0
21	2	4	4	33.0	27.0
21	2	4	5	39.0	28.0
21	2	4	6	19.0	20.0
21	2	4	7	26.0	23.0
21	2	4	8	18.0	19.0
21	2	4	9	11.0	10.0
21	2	4	10	29.0	24.0
21	2	4	11	35.0	31.0
21	2	4	12	10.0	10.0
21	2	4	13	26.0	26.0
21	2	4	14	29.0	28.0
21	2	4	15	11.0	11.0
21	2	4	16	18.0	18.0
21	2	4	17	40.0	32.0
21	2	4	18	27.0	28.0
21	2	4	19	10.0	10.0
21	2	4	20	13.0	12.0
21	2	4	21	21.0	16.0
21	2	4	22	10.0	10.0
21	2	4	23	30.0	28.0
21	2	4	24	11.0	10.0
21	2	4	25	16.0	15.0
21	2	4	26	30.0	26.0
21	2	4	27	31.0	30.0
21	2	4	28	39.0	38.0
21	2	4	29	11.0	10.0
21	2	4	30	11.0	11.0
22	1	1	1	31.0	32.0
22	1	1	2	30.0	27.0
22	1	1	3	34.0	32.0
22	1	1	4	20.0	19.0
22	1	1	5	31.0	29.0
22	1	1	6	11.0	10.0
22	1	1	7	12.0	15.0
22	1	1	8	16.0	17.0
22	1	1	9	20.0	24.0
22	1	1	10	13.0	12.0
22	1	1	11	18.0	17.0
22	1	1	12	16.0	21.0
22	1	1	13	32.0	36.0
22	1	1	14	35.0	40.0
22	1	1	15	28.0	31.0
22	1	1	16	12.0	11.0
22	1	1	17	20.0	19.0
22	1	1	18	22.0	22.0
22	1	1	19	25.0	26.0
22	1	1	20	24.0	24.0
22	1	1	21	22.0	25.0
22	1	1	22	29.0	33.0
22	1	1	23	25.0	28.0
22	1	1	24	13.0	11.0
22	1	1	26	25.0	32.0
22	1	1	27	21.0	22.0
22	1	1	28	37.0	36.0
22	1	1	29	22.0	24.0
22	1	1	30	23.0	25.0
22	1	2	1	11.0	19.0
22	1	2	2	19.0	22.0
22	1	2	3	24.0	26.0
22	1	2	4	11.0	10.0
22	1	2	5	26.0	30.0
22	1	2	6	10.0	10.0
22	1	2	7	10.0	11.0
22	1	2	8	19.0	26.0
22	1	2	9	34.0	40.0
22	1	2	10	27.0	39.0
22	1	2	11	26.0	33.0
22	1	2	12	38.0	35.0
22	1	2	13	14.0	16.0
22	1	2	14	27.0	29.0
22	1	2	15	16.0	21.0
22	1	2	16	23.0	23.0
22	1	2	17	32.0	31.0
22	1	2	18	26.0	32.0
22	1	2	19	20.0	19.0
22	1	2	20	13.0	22.0
22	1	2	21	16.0	18.0
22	1	2	22	11.0	10.0
22	1	2	23	23.0	27.0
22	1	2	24	25.0	27.0
22	1	2	25	22.0	28.0
22	1	2	26	36.0	38.0
22	1	2	27	38.0	32.0
22	1	2	28	11.0	11.0
22	1	2	29	21.0	24.0
22	1	2	30	32.0	31.0
22	1	3	1	29.0	24.0
22	1	3	2	17.0	19.0
22	1	3	3	37.0	35.0
22	1	3	4	40.0	29.0
22	1	3	5	15.0	17.0
22	1	3	6	33.0	34.0
22	1	3	7	25.0	21.0
22	1	3	8	33.0	30.0
22	1	3	9	19.0	23.0
22	1	3	10	30.0	34.0
22	1	3	11	35.0	35.0
22	1	3	12	21.0	20.0
22	1	3	13	21.0	23.0
22	1	3	14	27.0	24.0
22	1	3	15	37.0	35.0
22	1	3	16	14.0	14.0
22	1	3	17	21.0	18.0
22	1	3	18	15.0	20.0
22	1	3	19	18.0	21.0
22	1	3	20	12.0	14.0
22	1	3	21	28.0	22.0
22	1	3	22	23.0	24.0
22	1	3	23	32.0	30.0
22	1	3	24	10.0	10.0
22	1	3	25	30.0	36.0
22	1	3	26	12.0	15.0
22	1	3	27	26.0	24.0
22	1	3	28	16.0	23.0
22	1	3	29	27.0	29.0
22	1	3	30	26.0	23.0
22	1	4	1	39.0	39.0
22	1	4	2	24.0	24.0
22	1	4	3	11.0	13.0
22	1	4	5	33.0	33.0
22	1	4	6	32.0	32.0
22	1	4	7	12.0	13.0
22	1	4	8	14.0	16.0
22	1	4	9	19.0	23.0
22	1	4	10	29.0	29.0
22	1	4	11	10.0	10.0
22	1	4	12	16.0	16.0
22	1	4	13	27.0	30.0
22	1	4	14	40.0	36.0
22	1	4	15	21.0	21.0
22	1	4	16	33.0	30.0
22	1	4	17	13.0	13.0
22	1	4	18	29.0	28.0
22	1	4	19	22.0	26.0
22	1	4	20	36.0	29.0
22	1	4	21	14.0	17.0
22	1	4	22	35.0	38.0
22	1	4	23	27.0	24.0
22	1	4	24	38.0	33.0
22	1	4	25	21.0	23.0
22	1	4	26	10.0	10.0
22	1	4	27	24.0	22.0
22	1	4	28	23.0	25.0
22	1	4	29	21.0	19.0
22	1	4	30	21.0	21.0
22	2	5	1	10.0	10.0
22	2	5	2	38.0	32.0
22	2	5	3	28.0	24.0
22	2	5	4	39.0	32.0
22	2	5	5	37.0	34.0
22	2	5	6	31.0	29.0
22	2	5	7	27.0	22.0
22	2	5	8	37.0	29.0
22	2	5	9	26.0	19.0
22	2	5	10	18.0	14.0
22	2	5	11	22.0	16.0
22	2	5	12	25.0	23.0
22	2	5	13	31.0	29.0
22	2	5	14	35.0	32.0
22	2	5	15	38.0	35.0
22	2	5	16	32.0	35.0
22	2	5	17	12.0	10.0
22	2	5	18	15.0	14.0
22	2	5	19	22.0	22.0
22	2	5	20	10.0	10.0
22	2	5	21	10.0	10.0
22	2	5	22	24.0	21.0
22	2	5	23	28.0	29.0
22	2	5	24	35.0	34.0
22	2	5	25	36.0	36.0
22	2	5	26	28.0	25.0
22	2	5	27	26.0	23.0
22	2	5	28	16.0	15.0
22	2	5	29	19.0	16.0
22	2	5	30	36.0	30.0
22	2	6	1	14.0	16.0
22	2	6	2	40.0	36.0
22	2	6	3	34.0	37.0
22	2	6	4	10.0	10.0
22	2	6	5	27.0	26.0
22	2	6	6	30.0	31.0
22	2	6	7	15.0	13.0
22	2	6	8	31.0	27.0
22	2	6	9	11.0	10.0
22	2	6	10	40.0	35.0
22	2	6	11	16.0	15.0
22	2	6	12	32.0	25.0
22	2	6	13	21.0	18.0
22	2	6	14	13.0	13.0
22	2	6	15	36.0	30.0
22	2	6	16	36.0	35.0
22	2	6	17	29.0	35.0
22	2	6	18	27.0	26.0
22	2	6	19	34.0	28.0
22	2	6	20	10.0	10.0
22	2	6	21	38.0	40.0
22	2	6	22	25.0	21.0
22	2	6	23	12.0	10.0
22	2	6	24	24.0	22.0
22	2	6	25	14.0	13.0
22	2	6	26	28.0	32.0
22	2	6	27	17.0	16.0
22	2	6	28	27.0	25.0
22	2	6	29	23.0	25.0
22	2	6	30	27.0	31.0
22	2	7	1	16.0	15.0
22	2	7	2	30.0	35.0
22	2	7	3	31.0	36.0
22	2	7	4	29.0	23.0
22	2	7	5	24.0	26.0
22	2	7	6	24.0	15.0
22	2	7	7	15.0	14.0
22	2	7	9	34.0	40.0
22	2	7	10	20.0	16.0
22	2	7	11	22.0	25.0
22	2	7	12	33.0	33.0
22	2	7	13	31.0	26.0
22	2	7	14	29.0	31.0
22	2	7	15	17.0	12.0
22	2	7	16	10.0	10.0
22	2	7	17	12.0	11.0
22	2	7	18	40.0	36.0
22	2	7	19	15.0	14.0
22	2	7	20	24.0	23.0
22	2	7	21	26.0	29.0
22	2	7	22	32.0	34.0
22	2	7	23	26.0	32.0
22	2	7	24	16.0	14.0
22	2	7	25	27.0	28.0
22	2	7	26	26.0	22.0
22	2	7	27	15.0	12.0
22	2	7	28	19.0	16.0
22	2	7	29	33.0	30.0
22	2	7	30	22.0	19.0
22	2	8	1	33.0	27.0
22	2	8	2	12.0	12.0
22	2	8	3	39.0	37.0
22	2	8	4	23.0	20.0
22	2	8	5	11.0	10.0
22	2	8	6	11.0	12.0
22	2	8	7	27.0	27.0
22	2	8	8	39.0	35.0
22	2	8	10	16.0	15.0
22	2	8	11	33.0	25.0
22	2	8	12	16.0	15.0
22	2	8	13	25.0	25.0
22	2	8	14	33.0	32.0
22	2	8	15	21.0	19.0
22	2	8	16	14.0	11.0
22	2	8	17	31.0	25.0
22	2	8	18	18.0	14.0
22	2	8	19	22.0	20.0
22	2	8	20	25.0	30.0
22	2	8	21	27.0	30.0
22	2	8	22	33.0	35.0
22	2	8	23	29.0	36.0
22	2	8	24	20.0	17.0
22	2	8	25	16.0	14.0
22	2	8	26	12.0	10.0
22	2	8	27	16.0	16.0
22	2	8	28	37.0	39.0
22	2	8	29	34.0	39.0
22	2	8	30	12.0	11.0
24	1	1	1	24.0	40.0
24	1	1	2	22.0	26.0
24	1	1	3	35.0	32.0
24	1	1	4	18.0	15.0
24	1	1	5	23.0	20.0
24	1	1	6	40.0	34.0
24	1	1	7	11.0	10.0
24	1	1	8	26.0	29.0
24	1	1	9	40.0	35.0
24	1	1	10	18.0	17.0
24	1	1	11	36.0	27.0
24	1	1	12	32.0	31.0
24	1	1	13	21.0	17.0
24	1	1	14	21.0	23.0
24	1	1	15	15.0	19.0
24	1	1	16	15.0	15.0
24	1	1	17	19.0	22.0
24	1	1	18	20.0	26.0
24	1	1	19	14.0	24.0
24	1	1	20	15.0	21.0
24	1	1	22	16.0	26.0
24	1	1	23	15.0	21.0
24	1	1	24	39.0	35.0
24	1	1	25	32.0	35.0
24	1	1	26	31.0	26.0
24	1	1	27	28.0	32.0
24	1	1	28	28.0	31.0
24	1	1	29	16.0	22.0
24	1	1	30	14.0	22.0
24	1	2	1	24.0	27.0
24	1	2	2	18.0	23.0
24	1	2	3	29.0	31.0
24	1	2	4	30.0	33.0
24	1	2	5	34.0	36.0
24	1	2	6	15.0	13.0
24	1	2	7	18.0	14.0
24	1	2	8	36.0	33.0
24	1	2	9	23.0	20.0
24	1	2	10	30.0	32.0
24	1	2	11	12.0	12.0
24	1	2	12	16.0	23.0
24	1	2	13	14.0	17.0
24	1	2	14	35.0	36.0
24	1	2	15	39.0	35.0
24	1	2	16	18.0	25.0
24	1	2	17	31.0	28.0
24	1	2	19	18.0	28.0
24	1	2	20	34.0	29.0
24	1	2	21	23.0	30.0
24	1	2	22	20.0	18.0
24	1	2	23	38.0	30.0
24	1	2	25	39.0	34.0
24	1	2	26	27.0	21.0
24	1	2	27	38.0	32.0
24	1	2	28	16.0	19.0
24	1	2	29	32.0	23.0
24	1	2	30	38.0	29.0
24	1	3	1	27.0	28.0
24	1	3	2	32.0	28.0
24	1	3	4	31.0	29.0
24	1	3	5	11.0	10.0
24	1	3	6	22.0	29.0
24	1	3	7	25.0	29.0
24	1	3	8	15.0	15.0
24	1	3	9	27.0	22.0
24	1	3	10	30.0	30.0
24	1	3	11	32.0	25.0
24	1	3	12	26.0	22.0
24	1	3	13	21.0	27.0
24	1	3	14	10.0	18.0
24	1	3	16	21.0	23.0
24	1	3	17	36.0	35.0
24	1	3	18	13.0	22.0
24	1	3	19	20.0	22.0
24	1	3	20	36.0	30.0
24	1	3	21	34.0	29.0
24	1	3	22	38.0	27.0
24	1	3	24	37.0	31.0
24	1	3	25	29.0	27.0
24	1	3	26	39.0	30.0
24	1	3	27	29.0	28.0
24	1	3	28	30.0	25.0
24	1	3	29	31.0	29.0
24	1	3	30	10.0	10.0
24	1	4	1	35.0	31.0
24	1	4	2	37.0	35.0
24	1	4	3	17.0	20.0
24	1	4	4	19.0	23.0
24	1	4	5	29.0	27.0
24	1	4	6	29.0	33.0
24	1	4	7	16.0	21.0
24	1	4	8	22.0	28.0
24	1	4	9	22.0	29.0
24	1	4	10	38.0	32.0
24	1	4	11	21.0	21.0
24	1	4	12	14.0	25.0
24	1	4	13	18.0	24.0
24	1	4	14	31.0	30.0
24	1	4	15	14.0	19.0
24	1	4	16	38.0	26.0
24	1	4	17	27.0	27.0
24	1	4	18	32.0	27.0
24	1	4	19	18.0	23.0
24	1	4	20	10.0	10.0
24	1	4	21	33.0	38.0
24	1	4	22	23.0	32.0
24	1	4	23	30.0	24.0
24	1	4	24	17.0	15.0
24	1	4	25	39.0	27.0
24	1	4	26	36.0	34.0
24	1	4	27	40.0	33.0
24	1	4	28	31.0	33.0
24	1	4	29	11.0	16.0
24	1	4	30	25.0	28.0
24	2	5	1	39.0	40.0
24	2	5	2	19.0	22.0
24	2	5	3	27.0	28.0
24	2	5	4	37.0	35.0
24	2	5	5	33.0	37.0
24	2	5	6	11.0	12.0
24	2	5	7	25.0	27.0
24	2	5	8	25.0	28.0
24	2	5	9	38.0	35.0
24	2	5	10	26.0	26.0
24	2	5	11	39.0	34.0
24	2	5	12	26.0	25.0
24	2	5	13	40.0	37.0
24	2	5	14	32.0	32.0
24	2	5	15	39.0	39.0
24	2	5	16	30.0	31.0
24	2	5	17	40.0	34.0
24	2	5	18	15.0	11.0
24	2	5	19	30.0	31.0
24	2	5	20	38.0	34.0
24	2	5	21	37.0	29.0
24	2	5	22	21.0	20.0
24	2	5	23	14.0	13.0
24	2	5	24	14.0	23.0
24	2	5	25	17.0	29.0
24	2	5	26	16.0	20.0
24	2	5	27	34.0	28.0
24	2	5	28	14.0	21.0
24	2	5	29	32.0	32.0
24	2	5	30	35.0	30.0
24	2	6	1	38.0	30.0
24	2	6	2	21.0	30.0
24	2	6	3	19.0	15.0
24	2	6	4	13.0	23.0
24	2	6	5	36.0	31.0
24	2	6	6	35.0	27.0
24	2	6	7	40.0	32.0
24	2	6	8	27.0	20.0
24	2	6	9	38.0	30.0
24	2	6	10	15.0	15.0
24	2	6	11	35.0	28.0
24	2	6	12	18.0	30.0
24	2	6	13	10.0	10.0
24	2	6	14	32.0	40.0
24	2	6	15	40.0	38.0
24	2	6	16	37.0	33.0
24	2	6	17	28.0	33.0
24	2	6	18	13.0	19.0
24	2	6	19	17.0	27.0
24	2	6	20	40.0	35.0
24	2	6	21	26.0	27.0
24	2	6	22	22.0	24.0
24	2	6	23	16.0	22.0
24	2	6	24	18.0	22.0
24	2	6	25	16.0	22.0
24	2	6	26	19.0	25.0
24	2	6	27	14.0	24.0
24	2	6	28	15.0	31.0
24	2	6	29	11.0	14.0
24	2	6	30	27.0	35.0
24	2	7	1	28.0	27.0
24	2	7	2	11.0	11.0
24	2	7	3	28.0	31.0
24	2	7	4	17.0	24.0
24	2	7	5	34.0	27.0
24	2	7	6	22.0	30.0
24	2	7	7	20.0	26.0
24	2	7	8	37.0	27.0
24	2	7	9	29.0	21.0
24	2	7	10	19.0	17.0
24	2	7	11	24.0	23.0
24	2	7	12	34.0	29.0
24	2	7	13	10.0	26.0
24	2	7	14	20.0	25.0
24	2	7	15	14.0	27.0
24	2	7	16	24.0	23.0
24	2	7	17	25.0	27.0
24	2	7	18	19.0	27.0
24	2	7	19	21.0	19.0
24	2	7	20	22.0	30.0
24	2	7	21	19.0	29.0
24	2	7	22	19.0	23.0
24	2	7	23	31.0	24.0
24	2	7	24	12.0	10.0
24	2	7	25	29.0	32.0
24	2	7	26	34.0	31.0
24	2	7	27	24.0	20.0
24	2	7	28	30.0	38.0
24	2	7	29	20.0	24.0
24	2	7	30	18.0	20.0
24	2	8	1	21.0	28.0
24	2	8	2	38.0	36.0
24	2	8	3	36.0	35.0
24	2	8	4	22.0	22.0
24	2	8	5	29.0	32.0
24	2	8	6	34.0	33.0
24	2	8	7	14.0	27.0
24	2	8	8	18.0	21.0
24	2	8	9	23.0	32.0
24	2	8	10	15.0	22.0
24	2	8	11	14.0	28.0
24	2	8	12	32.0	33.0
24	2	8	13	33.0	39.0
24	2	8	14	38.0	32.0
24	2	8	15	26.0	25.0
24	2	8	16	34.0	30.0
24	2	8	17	23.0	24.0
24	2	8	18	17.0	16.0
24	2	8	19	12.0	23.0
24	2	8	20	21.0	26.0
24	2	8	21	11.0	26.0
24	2	8	22	18.0	21.0
24	2	8	23	34.0	34.0
24	2	8	24	13.0	21.0
24	2	8	25	11.0	20.0
24	2	8	26	13.0	24.0
24	2	8	27	11.0	15.0
24	2	8	28	12.0	27.0
24	2	8	29	39.0	23.0
24	2	8	30	21.0	25.0
25	1	5	1	30.0	34.0
25	1	5	2	19.0	19.0
25	1	5	3	21.0	23.0
25	1	5	4	24.0	21.0
25	1	5	5	29.0	30.0
25	1	5	6	29.0	27.0
25	1	5	8	38.0	40.0
25	1	5	9	32.0	33.0
25	1	5	10	36.0	34.0
25	1	5	11	36.0	34.0
25	1	5	12	29.0	24.0
25	1	5	13	33.0	31.0
25	1	5	14	30.0	31.0
25	1	5	15	25.0	29.0
25	1	5	16	33.0	33.0
25	1	5	17	37.0	32.0
25	1	5	18	20.0	13.0
25	1	5	19	12.0	10.0
25	1	5	20	13.0	12.0
25	1	5	21	23.0	22.0
25	1	5	22	31.0	30.0
25	1	5	23	34.0	40.0
25	1	5	24	37.0	40.0
25	1	5	25	28.0	32.0
25	1	5	26	40.0	40.0
25	1	5	27	20.0	22.0
25	1	5	28	25.0	25.0
25	1	5	29	24.0	24.0
25	1	5	30	16.0	17.0
25	1	6	1	34.0	33.0
25	1	6	2	11.0	10.0
25	1	6	3	10.0	10.0
25	1	6	4	38.0	40.0
25	1	6	5	15.0	22.0
25	1	6	6	22.0	27.0
25	1	6	7	23.0	25.0
25	1	6	8	32.0	30.0
25	1	6	9	31.0	32.0
25	1	6	10	32.0	22.0
25	1	6	11	28.0	24.0
25	1	6	12	21.0	20.0
25	1	6	13	30.0	26.0
25	1	6	14	13.0	10.0
25	1	6	15	16.0	15.0
25	1	6	16	16.0	16.0
25	1	6	17	31.0	27.0
25	1	6	18	31.0	31.0
25	1	6	19	40.0	31.0
25	1	6	20	29.0	30.0
25	1	6	21	15.0	16.0
25	1	6	22	13.0	10.0
25	1	6	23	17.0	13.0
25	1	6	24	19.0	19.0
25	1	6	25	30.0	23.0
25	1	6	26	10.0	10.0
25	1	6	27	25.0	31.0
25	1	6	28	20.0	27.0
25	1	6	29	31.0	28.0
25	1	6	30	26.0	25.0
25	1	7	1	32.0	30.0
25	1	7	2	14.0	16.0
25	1	7	3	34.0	32.0
25	1	7	4	38.0	40.0
25	1	7	5	27.0	22.0
25	1	7	6	16.0	13.0
25	1	7	7	28.0	30.0
25	1	7	8	39.0	33.0
25	1	7	9	30.0	33.0
25	1	7	10	24.0	27.0
25	1	7	11	21.0	26.0
25	1	7	12	17.0	17.0
25	1	7	13	10.0	20.0
25	1	7	14	38.0	40.0
25	1	7	15	24.0	27.0
25	1	7	16	34.0	39.0
25	1	7	18	32.0	31.0
25	1	7	19	36.0	35.0
25	1	7	20	28.0	30.0
25	1	7	21	37.0	38.0
25	1	7	22	34.0	32.0
25	1	7	23	11.0	10.0
25	1	7	24	15.0	13.0
25	1	7	25	24.0	23.0
25	1	7	26	29.0	28.0
25	1	7	27	29.0	31.0
25	1	7	28	34.0	32.0
25	1	7	29	15.0	13.0
25	1	7	30	33.0	26.0
25	1	8	1	25.0	30.0
25	1	8	2	37.0	32.0
25	1	8	3	34.0	31.0
25	1	8	4	28.0	26.0
25	1	8	5	21.0	24.0
25	1	8	6	33.0	30.0
25	1	8	7	13.0	11.0
25	1	8	8	25.0	29.0
25	1	8	9	36.0	40.0
25	1	8	10	13.0	14.0
25	1	8	11	19.0	17.0
25	1	8	12	20.0	20.0
25	1	8	13	22.0	22.0
25	1	8	14	21.0	22.0
25	1	8	15	24.0	23.0
25	1	8	16	19.0	18.0
25	1	8	17	15.0	16.0
25	1	8	18	13.0	11.0
25	1	8	19	26.0	27.0
25	1	8	20	40.0	38.0
25	1	8	21	28.0	25.0
25	1	8	22	12.0	10.0
25	1	8	23	26.0	23.0
25	1	8	24	32.0	26.0
25	1	8	25	21.0	22.0
25	1	8	26	38.0	31.0
25	1	8	27	30.0	25.0
25	1	8	28	18.0	18.0
25	1	8	29	32.0	32.0
25	1	8	30	10.0	10.0
25	2	1	1	34.0	32.0
25	2	1	2	12.0	10.0
25	2	1	3	27.0	25.0
25	2	1	4	29.0	31.0
25	2	1	5	23.0	19.0
25	2	1	6	22.0	22.0
25	2	1	7	35.0	32.0
25	2	1	8	19.0	19.0
25	2	1	9	34.0	38.0
25	2	1	10	11.0	10.0
25	2	1	11	22.0	16.0
25	2	1	12	14.0	16.0
25	2	1	13	25.0	28.0
25	2	1	14	31.0	40.0
25	2	1	15	19.0	16.0
25	2	1	16	23.0	15.0
25	2	1	17	28.0	29.0
25	2	1	18	18.0	20.0
25	2	1	19	20.0	18.0
25	2	1	20	31.0	36.0
25	2	1	21	18.0	22.0
25	2	1	22	35.0	35.0
25	2	1	23	33.0	29.0
25	2	1	24	23.0	22.0
25	2	1	25	33.0	30.0
25	2	1	26	37.0	36.0
25	2	1	27	28.0	21.0
25	2	1	28	12.0	13.0
25	2	1	29	19.0	22.0
25	2	1	30	30.0	21.0
25	2	2	1	14.0	15.0
25	2	2	2	23.0	20.0
25	2	2	3	22.0	21.0
25	2	2	4	12.0	10.0
25	2	2	5	21.0	19.0
25	2	2	6	21.0	17.0
25	2	2	7	26.0	29.0
25	2	2	8	28.0	22.0
25	2	2	9	38.0	40.0
25	2	2	10	11.0	10.0
25	2	2	11	40.0	40.0
25	2	2	12	36.0	33.0
25	2	2	13	18.0	18.0
25	2	2	14	24.0	25.0
25	2	2	15	23.0	21.0
25	2	2	16	35.0	28.0
25	2	2	17	38.0	34.0
25	2	2	18	21.0	16.0
25	2	2	19	28.0	29.0
25	2	2	20	40.0	34.0
25	2	2	21	10.0	10.0
25	2	2	22	15.0	13.0
25	2	2	23	36.0	29.0
25	2	2	24	23.0	17.0
25	2	2	25	11.0	10.0
25	2	2	26	26.0	23.0
25	2	2	27	20.0	18.0
25	2	2	28	13.0	12.0
25	2	2	29	15.0	14.0
25	2	2	30	37.0	29.0
25	2	3	1	40.0	10.0
25	2	3	2	13.0	10.0
25	2	3	3	33.0	32.0
25	2	3	4	22.0	19.0
25	2	3	5	12.0	10.0
25	2	3	6	39.0	40.0
25	2	3	7	36.0	32.0
25	2	3	8	38.0	33.0
25	2	3	9	27.0	28.0
25	2	3	10	33.0	33.0
25	2	3	11	27.0	30.0
25	2	3	12	35.0	27.0
25	2	3	13	13.0	10.0
25	2	3	14	40.0	40.0
25	2	3	15	32.0	34.0
25	2	3	16	26.0	23.0
25	2	3	17	28.0	31.0
25	2	3	18	35.0	32.0
25	2	3	19	11.0	10.0
25	2	3	20	15.0	17.0
25	2	3	21	31.0	21.0
25	2	3	22	23.0	19.0
25	2	3	23	24.0	23.0
25	2	3	24	14.0	12.0
25	2	3	25	14.0	11.0
25	2	3	26	33.0	32.0
25	2	3	27	28.0	23.0
25	2	3	28	20.0	27.0
25	2	3	29	35.0	33.0
25	2	3	30	13.0	10.0
25	2	4	1	14.0	16.0
25	2	4	2	30.0	29.0
25	2	4	3	16.0	15.0
25	2	4	4	12.0	10.0
25	2	4	5	38.0	40.0
25	2	4	6	20.0	15.0
25	2	4	7	40.0	36.0
25	2	4	8	12.0	10.0
25	2	4	9	36.0	39.0
25	2	4	10	40.0	34.0
25	2	4	11	25.0	23.0
25	2	4	12	20.0	18.0
25	2	4	13	29.0	28.0
25	2	4	14	10.0	10.0
25	2	4	15	16.0	14.0
25	2	4	16	32.0	31.0
25	2	4	17	27.0	24.0
25	2	4	18	11.0	10.0
25	2	4	19	28.0	24.0
25	2	4	20	32.0	30.0
25	2	4	21	12.0	10.0
25	2	4	22	15.0	17.0
25	2	4	23	17.0	16.0
25	2	4	24	40.0	34.0
25	2	4	25	37.0	25.0
25	2	4	26	20.0	20.0
25	2	4	27	33.0	30.0
25	2	4	28	31.0	30.0
25	2	4	29	33.0	30.0
25	2	4	30	32.0	27.0
26	1	1	1	22.0	26.0
26	1	1	2	33.0	31.0
26	1	1	3	20.0	23.0
26	1	1	4	26.0	30.0
26	1	1	6	32.0	37.0
26	1	1	7	20.0	19.0
26	1	1	8	29.0	28.0
26	1	1	9	36.0	35.0
26	1	1	10	37.0	37.0
26	1	1	12	27.0	30.0
26	1	1	13	32.0	30.0
26	1	1	14	39.0	33.0
26	1	1	15	20.0	16.0
26	1	1	16	33.0	31.0
26	1	1	17	39.0	40.0
26	1	1	18	37.0	35.0
26	1	1	19	29.0	32.0
26	1	1	20	28.0	29.0
26	1	1	21	18.0	18.0
26	1	1	22	11.0	12.0
26	1	1	23	11.0	12.0
26	1	1	24	10.0	10.0
26	1	1	25	30.0	31.0
26	1	1	26	25.0	26.0
26	1	1	27	17.0	20.0
26	1	1	28	19.0	22.0
26	1	1	29	31.0	29.0
26	1	1	30	20.0	22.0
26	1	2	1	22.0	21.0
26	1	2	2	32.0	28.0
26	1	2	3	18.0	25.0
26	1	2	4	23.0	26.0
26	1	2	5	16.0	21.0
26	1	2	6	31.0	33.0
26	1	2	7	26.0	29.0
26	1	2	8	18.0	22.0
26	1	2	9	12.0	13.0
26	1	2	10	22.0	25.0
26	1	2	11	29.0	35.0
26	1	2	12	31.0	36.0
26	1	2	13	20.0	22.0
26	1	2	14	40.0	38.0
26	1	2	16	27.0	31.0
26	1	2	17	39.0	40.0
26	1	2	18	10.0	10.0
26	1	2	19	38.0	31.0
26	1	2	20	29.0	31.0
26	1	2	21	33.0	31.0
26	1	2	22	38.0	36.0
26	1	2	23	31.0	32.0
26	1	2	24	12.0	13.0
26	1	2	25	27.0	30.0
26	1	2	26	34.0	34.0
26	1	2	27	17.0	22.0
26	1	2	28	23.0	27.0
26	1	2	29	32.0	34.0
26	1	2	30	17.0	16.0
